,movie_index,code,mbti,title,subtitle,link,image,pubDate,director,actors,rating
3273,1953,24415,ESTJ ISFJ ISTP ISTJ INTP INTJ ,이벤트 호라이즌,Event Horizon,https://movie.naver.com/movie/bi/mi/basic.nhn?code=24415,https://ssl.pstatic.net/imgmovie/mdi/mit110/0244/24415_P03_113656.jpg,1997,폴 앤더슨,"['로렌스 피시번', '샘 닐', '캐슬린 퀸란', '조엘리 리차드슨', '리차드 T. 존스', '잭 노즈워시', '제이슨 아이삭스', '숀 퍼트위']",7.7
3274,1954,38883,ESTJ ENFP ENTP ENTJ ISFP ,내셔널 트레져,National Treasure,https://movie.naver.com/movie/bi/mi/basic.nhn?code=38883,https://ssl.pstatic.net/imgmovie/mdi/mit110/0388/C8883-00.jpg,2004,존 터틀타웁,['니콜라스 케이지'],7.85
3275,1956,85544,ESTJ ENFJ ENTJ ISFJ ISTJ INFP INFJ ,사일런트 힐: 레버레이션,Silent Hill: Revelation 3D,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85544,https://ssl.pstatic.net/imgmovie/mdi/mit110/0855/85544_P22_175136.jpg,2012,마이클 J. 버세트,"['숀 빈', '애드레이드 크레멘스', '라다 미첼']",5.12
3276,1956,57684,ESTJ ENFJ ENTJ ISFJ ISTJ INFP INFJ ,사일런트 힐,Silent Hill,https://movie.naver.com/movie/bi/mi/basic.nhn?code=57684,https://ssl.pstatic.net/imgmovie/mdi/mit110/0576/E7684-00.jpg,2006,크리스토프 갱스,"['라다 미첼', '로리 홀든', '숀 빈', '데보라 웅거']",7.71
3277,1957,51578,ESTJ ENFP ENTP ISFP ISFJ INTJ ,와일드 차일드,Wild Child,https://movie.naver.com/movie/bi/mi/basic.nhn?code=51578,https://ssl.pstatic.net/imgmovie/mdi/mit110/0515/E1578-01.jpg,2008,닉 무어,"['엠마 로버츠', '나타샤 리차드슨', '셜리 헨더슨', '알렉스 페티퍼', '에이단 퀸']",8.29
3278,1958,101962,ESTJ ENTP ENTJ INFP ,캐롤,Carol,https://movie.naver.com/movie/bi/mi/basic.nhn?code=101962,https://ssl.pstatic.net/imgmovie/mdi/mit110/1019/101962_P67_112514.jpg,2015,토드 헤인즈,"['케이트 블란쳇', '루니 마라', '카일 챈들러']",8.61
3279,1959,118950,ESTJ ENTJ ISTP INFP ,스파이,Spy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=118950,https://ssl.pstatic.net/imgmovie/mdi/mit110/1189/118950_P23_140516.jpg,2015,폴 페이그,"['제이슨 스타뎀', '로즈 번', '멜리사 맥카시', '앨리슨 제니', '주드 로', '피터 세라피노윅', '미란다 하트']",8.82
3280,1959,129333,ESTJ ENTJ ISTP INFP ,스파이 브릿지,Bridge of Spies,https://movie.naver.com/movie/bi/mi/basic.nhn?code=129333,https://ssl.pstatic.net/imgmovie/mdi/mit110/1293/129333_P03_111459.jpg,2015,스티븐 스필버그,"['톰 행크스', '마크 라이런스', '에이미 라이언', '오스틴 스토웰']",8.45
3281,1959,146138,ESTJ ENTJ ISTP INFP ,스파이타임 코드명: 아나클레토,SPY TIME,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146138,https://ssl.pstatic.net/imgmovie/mdi/mit110/1461/146138_P02_140827.jpg,2015,자비에르 루이즈 칼데라,"['이마놀 아리아스', '킴 구티에레즈']",5.35
3287,1960,10073,ESTJ ENFP ENTJ ISFJ INFJ ,티파니에서 아침을,Breakfast At Tiffany's,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10073,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10073_P24_111325.jpg,1961,블레이크 에드워즈,"['오드리 헵번', '조지 페파드']",8.39
3288,1961,90537,ESTJ ENTJ ISFP INFP INTP ,문라이즈 킹덤,Moonrise Kingdom,https://movie.naver.com/movie/bi/mi/basic.nhn?code=90537,https://ssl.pstatic.net/imgmovie/mdi/mit110/0905/90537_P40_163457.jpg,2012,웨스 앤더슨,"['브루스 윌리스', '빌 머레이', '에드워드 노튼', '틸다 스윈튼', '프란시스 맥도맨드', '자레드 길만']",8.14
3289,1962,44449,ESTJ ENFJ ,아쿠아마린,Aquamarine,https://movie.naver.com/movie/bi/mi/basic.nhn?code=44449,https://ssl.pstatic.net/imgmovie/mdi/mit110/0444/D4449-01.jpg,2006,엘리자베스 앨런 로젠바움,"['사라 팩스톤', '엠마 로버츠', '조애너 조조 리버스크']",8.42
3290,1963,140716,ESTJ ISFP ,마이 베이커리 인 뉴욕,My Bakery in Brooklyn,https://movie.naver.com/movie/bi/mi/basic.nhn?code=140716,https://ssl.pstatic.net/imgmovie/mdi/mit110/1407/140716_P14_134127.jpg,2015,구스타보 론,"['에이미 티가든', '워드 호튼', '조쉬 파이스']",4.57
3293,1964,151919,ESTJ ENFP ENFJ ENTP ENTJ ISFP ISFJ ,사랑의 마녀,The Love Witch,https://movie.naver.com/movie/bi/mi/basic.nhn?code=151919,https://ssl.pstatic.net/imgmovie/mdi/mit110/1519/151919_P03_181136.jpg,2016,안나 빌러,"['사만다 로빈슨', '제프리 빈센트 파리세', '로라 와델']",3.93
3294,1965,12399,ESTJ ISFP ISFJ ISTP INFP ,토드와 코퍼,The Fox And The Hound,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12399,https://ssl.pstatic.net/imgmovie/mdi/mit110/0123/A2399-01.jpg,1981,아트 스티븐스,"['미키 루니', '한호웅', '이대원', '커트 러셀', '서문석', '인병국', '펄 베일리']",9.65
3295,1966,16652,ESTJ ENFP ISFJ INFJ INTP ,밥에게 무슨 일이 생겼나,What About Bob?,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16652,https://ssl.pstatic.net/imgmovie/mdi/mit110/0166/A6652-01.jpg,1991,프랭크 오즈,"['빌 머레이', '리차드 드레이퓨즈']",7.61
3296,1967,18730,ESTJ ISTJ INTP INTJ ,스탈린그라드: 최후의 전투,Stalingrad,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18730,https://ssl.pstatic.net/imgmovie/mdi/mit110/0187/18730_P04_102917.jpg,1993,조셉 빌스마이어,"['도미니크 호위츠', '토마스 크레취만', '조컨 니켈']",8.49
3297,1968,56671,ESTJ ENTP INFJ ,저스트 프렌드,Just Friends,https://movie.naver.com/movie/bi/mi/basic.nhn?code=56671,https://ssl.pstatic.net/imgmovie/mdi/mit110/0566/E6671-01.jpg,2005,로저 컴블,"['라이언 레이놀즈', '에이미 스마트']",7.42
3308,1970,10792,ESTJ ISTP ISTJ INFP ,브라질,Brazil,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10792,https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0792-01.jpg,1985,테리 길리엄,"['조나단 프라이스', '킴 그리스트']",8.19
3309,1971,104478,ESTJ ENFJ ENTJ ISTP INFP ,언브로큰,Unbroken,https://movie.naver.com/movie/bi/mi/basic.nhn?code=104478,https://ssl.pstatic.net/imgmovie/mdi/mit110/1044/104478_P36_131220.jpg,2014,안젤리나 졸리,"['도널 글리슨', '가렛 헤드룬드', '알렉스 러셀', '잭 오코넬', '제이 코트니', '핀 위트록']",8.46
3310,1972,152679,ESTJ ISFJ INFP INTJ ,우리는 언제나 성에 살았다,We Have Always Lived in the Castle,https://movie.naver.com/movie/bi/mi/basic.nhn?code=152679,https://ssl.pstatic.net/imgmovie/mdi/mit110/1526/152679_P12_134044.jpg,2018,스테이시 패슨,"['알렉산드라 다드다리오', '세바스찬 스탠', '타이사 파미가', '크리스핀 글로버']",6.7
3311,1973,137915,ESTJ ENFP ENTJ ,미 비포 유,Me Before You,https://movie.naver.com/movie/bi/mi/basic.nhn?code=137915,https://ssl.pstatic.net/imgmovie/mdi/mit110/1379/137915_P04_112657.jpg,2016,테아 샤록,"['에밀리아 클라크', '샘 클라플린']",8.51
3312,1976,10697,ESTJ ENFP ENTJ ISFJ ,컬러 퍼플,The Color Purple,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10697,https://ssl.pstatic.net/imgmovie/mdi/mit110/0106/A0697-01.jpg,1985,스티븐 스필버그,['우피 골드버그'],8.91
3313,1977,143372,ESTJ ISTP INFP ,더 큐어,A Cure for Wellness,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143372,https://ssl.pstatic.net/imgmovie/mdi/mit110/1433/143372_P13_151006.jpg,2017,고어 버빈스키,"['데인 드한', '제이슨 아이삭스', '셀리아 아임리', '미아 고스']",7.21
3314,1978,13042,ESTJ ISTP ,도망자,The Fugitive,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13042,https://ssl.pstatic.net/imgmovie/mdi/mit110/0130/A3042-00.jpg,1993,앤드루 데이비스,"['해리슨 포드', '토미 리 존스']",9.16
3316,1979,64798,ESTJ ISTP INFJ ,디 아더 가이스,The Other Guys,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64798,https://ssl.pstatic.net/imgmovie/mdi/mit110/0647/64798_P01_214934.jpg,2010,아담 맥케이,"['윌 페렐', '마크 월버그']",7.21
3317,1980,89729,ESTJ ENTP ISFJ ISTJ INFJ ,호스트,The Host,https://movie.naver.com/movie/bi/mi/basic.nhn?code=89729,https://ssl.pstatic.net/imgmovie/mdi/mit110/0897/89729_P39_104758.jpg,2013,앤드류 니콜,"['시얼샤 로넌', '맥스 아이언스', '제이크 아벨']",7.39
3318,1981,26972,ESTJ ENTJ ISFP ISFJ ,테크노 스와핑,Drive Me Crazy,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26972,https://ssl.pstatic.net/imgmovie/mdi/mit110/0269/B6972-01.jpg,1999,존 슐츠,"['멜리사 조안 하트', '아드리언 그레니어', '스티븐 콜린스', '마크 멧칼프', '윌리암 컨버즈 로버츠', '페이 그란트', '수잔 메이 플랫', '크리스 파크']",8.5
3319,1982,10471,ESTJ ISFP ISTP INTJ ,제3의 사나이,The Third Man,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10471,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/10471_P00_230902.jpg,1949,캐럴 리드,"['조셉 거튼', '알리다 발리', '오손 웰즈', '트레버 하워드']",8.88
3320,1983,12177,ESTJ ,금지된 사랑,Say Anything...,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12177,https://ssl.pstatic.net/imgmovie/mdi/mit110/0121/A2177-00.jpg,1989,카메론 크로우,"['존 쿠삭', '이온 스카이', '존 마호니', '릴리 테일러']",7.08
3321,1985,30033,ESTJ ISFP ISFJ ISTJ ,크립쇼,Creepshow,https://movie.naver.com/movie/bi/mi/basic.nhn?code=30033,https://ssl.pstatic.net/imgmovie/mdi/mit110/0300/C0033-01.jpg,1982,조지 로메로,"['할 홀브룩', '에이드리언느 바보우', '프리츠 위버', '레슬리 닐슨', '캐리 나이']",6.26
3322,1986,64994,ESTJ ISFP INTP ,점퍼,Jumper,https://movie.naver.com/movie/bi/mi/basic.nhn?code=64994,https://ssl.pstatic.net/imgmovie/mdi/mit110/0649/F4994-00.jpg,2008,더그 라이만,"['헤이든 크리스텐슨', '사무엘 L. 잭슨', '제이미 벨', '레이첼 빌슨', '다이안 레인']",6.86
3323,1987,16174,ESTJ ENFP ISFJ ,에이스 벤츄라,Ace Ventura: Pet Detective,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16174,https://ssl.pstatic.net/imgmovie/mdi/mit110/0161/A6174-00.jpg,1994,톰 새디악,['짐 캐리'],8.21
3324,1989,37544,ESTJ ENTP ISFP ISTJ INFP ,몽상가들,The Dreamers,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37544,https://ssl.pstatic.net/imgmovie/mdi/mit110/0375/37544_P47_145140.jpg,2003,베르나르도 베르톨루치,"['마이클 피트', '에바 그린', '루이 가렐']",8.11
3325,1990,143495,ESTJ ISTJ ,설리: 허드슨강의 기적,SULLY,https://movie.naver.com/movie/bi/mi/basic.nhn?code=143495,https://ssl.pstatic.net/imgmovie/mdi/mit110/1434/143495_P20_172313.jpg,2016,클린트 이스트우드,"['톰 행크스', '아론 에크하트', '로라 리니']",9.16
3326,1991,92132,ESTJ ENTP ENTJ INTJ ,갱스터 스쿼드,The Gangster Squad,https://movie.naver.com/movie/bi/mi/basic.nhn?code=92132,https://ssl.pstatic.net/imgmovie/mdi/mit110/0921/92132_P19_160047.jpg,2013,루벤 플레셔,"['숀 펜', '라이언 고슬링', '엠마 스톤', '조슈 브롤린']",7.67
3327,1992,200910,ESTJ ISFJ ,산타킬러스,Fatman,https://movie.naver.com/movie/bi/mi/basic.nhn?code=200910,https://ssl.pstatic.net/imgmovie/mdi/mit110/2009/200910_P10_105219.jpg,2020,에숌 넬스,"['멜 깁슨', '월튼 고긴스', '마리안 장 밥티스트']",5.38
3328,1995,10060,ESTJ ENFJ ISFJ INFJ ,스미스씨 워싱톤 가다,Mr. Smith Goes To Washington,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10060,https://ssl.pstatic.net/imgmovie/mdi/mit110/0100/10060_P04_111216.jpg,1939,프랭크 카프라,"['진 아서', '제임스 스튜어트']",8.22
3329,1996,10473,ESTJ ISFP ISTJ ,장미의 이름,The Name Of The Rose,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10473,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/A0473-00.jpg,1986,장 자크 아노,"['숀 코네리', 'F. 머레이 아브라함', '엘리아 바스킨', '페오더 칼리아핀 주니어', '윌리엄 히키', '마셀 론데일', '론 펄먼', '볼커 프레크텔', '헬머 쿼이팅거', '발렌티나 바거스', '크리스찬 슬레이터']",8.71
3330,1997,144968,ESTJ ISFP ISTP ISTJ INFP ,제이슨 본,JASON BOURNE,https://movie.naver.com/movie/bi/mi/basic.nhn?code=144968,https://ssl.pstatic.net/imgmovie/mdi/mit110/1449/144968_P14_103229.JPG,2016,폴 그린그래스,"['알리시아 비칸데르', '맷 데이먼', '줄리아 스타일스', '토미 리 존스', '뱅상 카셀']",8.4
3331,1998,36734,ESTJ ENTP ISFJ INTP ,10일 안에 남자 친구에게 차이는 법,How To Lose A Guy In 10 Days,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36734,https://ssl.pstatic.net/imgmovie/mdi/mit110/0367/C6734-00.jpg,2003,도날드 페트리,"['매튜 맥커너히', '케이트 허드슨']",8.05
3332,1999,158656,ESTJ ENFP ISFJ ,아틱 저스티스: 썬더 스쿼드,Arctic Justice: Thunder Squad,https://movie.naver.com/movie/bi/mi/basic.nhn?code=158656,https://ssl.pstatic.net/imgmovie/mdi/mit110/1586/158656_P01_184045.jpg,2019,아론 우들리,"['제임스 프랭코', '제레미 레너', '알렉 볼드윈', '마이클 매드슨', '로리 홀든', '오마 사이', '안젤리카 휴스턴', '존 클리즈', '하이디 클룸', '니나 세니카', '제이슨 드라인']",7.0
3333,2000,16982,ESTJ ENTJ ISFP ISFJ ,폭풍의 질주,Days Of Thunder,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16982,https://ssl.pstatic.net/imgmovie/mdi/mit110/0169/A6982-00.jpg,1990,토니 스콧,"['톰 크루즈', '로버트 듀발', '랜디 퀘이드', '니콜 키드먼']",8.22
3334,2001,18533,ESTJ ,에어 포스 원,Air Force One,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18533,https://ssl.pstatic.net/imgmovie/mdi/mit110/0185/A8533-00.jpg,1997,볼프강 페터젠,"['해리슨 포드', '게리 올드만']",7.75
3335,2002,12715,ESTJ ISFJ INFJ ,요람을 흔드는 손,The Hand That Rocks The Cradle,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12715,https://ssl.pstatic.net/imgmovie/mdi/mit110/0127/A2715-00.jpg,1992,커티스 핸슨,"['아나벨라 시오라', '레베카 드 모네이']",8.44
3336,2003,10405,ESTJ ENTP ISFP INFP ,라임라이트,Limelight,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10405,https://ssl.pstatic.net/imgmovie/mdi/mit110/0104/A0405-01.jpg,1952,찰리 채플린,"['찰리 채플린', '클레어 블룸']",9.32
3337,2005,111990,ESTJ INFP INFJ ,크림슨 피크,Crimson Peak,https://movie.naver.com/movie/bi/mi/basic.nhn?code=111990,https://ssl.pstatic.net/imgmovie/mdi/mit110/1119/111990_P47_142315.jpg,2015,기예르모 델 토로,"['찰리 허냄', '제시카 차스테인', '톰 히들스턴', '미아 와시코브스카']",7.13
3339,2006,66209,ESTJ ENFP ISFP ISFJ ISTJ ,엔젤,Angel,https://movie.naver.com/movie/bi/mi/basic.nhn?code=66209,https://ssl.pstatic.net/imgmovie/mdi/mit110/0662/F6209-01.jpg,2007,프랑소와 오종,"['로몰라 가레이', '샬롯 램플링']",7.52
3340,2006,67027,ESTJ ENFP ISFP ISFJ ISTJ ,이브의 유혹 - 엔젤,Temptation Of Eve: Angel,https://movie.naver.com/movie/bi/mi/basic.nhn?code=67027,https://ssl.pstatic.net/imgmovie/mdi/mit110/0670/F7027-01.jpg,2007,임경택,"['신소미', '정의갑']",4.76
3341,2006,69016,ESTJ ENFP ISFP ISFJ ISTJ ,스톤 엔젤,The Stone Angel,https://movie.naver.com/movie/bi/mi/basic.nhn?code=69016,https://ssl.pstatic.net/imgmovie/mdi/mit110/0690/69016_P01_152458.jpg,2007,카리 스코글랜드,['엘렌 버스틴'],9.0
3348,2007,37709,ESTJ ENTJ ISFP ISFJ ISTJ ,미스틱 리버,Mystic River,https://movie.naver.com/movie/bi/mi/basic.nhn?code=37709,https://ssl.pstatic.net/imgmovie/mdi/mit110/0377/C7709-00.jpg,2003,클린트 이스트우드,"['숀 펜', '팀 로빈스', '케빈 베이컨', '로렌스 피시번', '마샤 게이 하든', '로라 리니']",8.12
3349,2008,31269,ESTJ ISFP INFJ ,혹성 탈출,Planet Of The Apes,https://movie.naver.com/movie/bi/mi/basic.nhn?code=31269,https://ssl.pstatic.net/imgmovie/mdi/mit110/0312/C1269-00.jpg,2001,팀 버튼,"['마크 월버그', '팀 로스', '헬레나 본햄 카터']",7.15
3350,2009,25552,ESTJ ISFP ISFJ ,캅 랜드,Cop Land,https://movie.naver.com/movie/bi/mi/basic.nhn?code=25552,https://ssl.pstatic.net/imgmovie/mdi/mit110/0255/B5552-00.jpg,1997,제임스 맨골드,"['실베스터 스탤론', '하비 케이틀', '레이 리오타', '로버트 드 니로']",7.43
3351,2010,173692,ESTJ ENFJ ISFJ ISTP ,바울,"Paul, Apostle Of Christ",https://movie.naver.com/movie/bi/mi/basic.nhn?code=173692,https://ssl.pstatic.net/imgmovie/mdi/mit110/1736/173692_P12_102159.jpg,2018,앤드류 하얏트,"['제임스 폴크너', '제임스 카비젤']",9.16
3352,2010,163846,ESTJ ENFJ ISFJ ISTP ,복수의 사도,Apostle,https://movie.naver.com/movie/bi/mi/basic.nhn?code=163846,https://ssl.pstatic.net/imgmovie/mdi/mit110/1638/163846_P01_154334.jpg,2018,가렛 에반스,"['댄 스티븐스', '마이클 쉰', '루시 보인턴']",6.02
3353,2011,88262,ESTJ INFJ INTJ ,옥수수밭의 아이들,Children of the Corn: Genesis,https://movie.naver.com/movie/bi/mi/basic.nhn?code=88262,https://ssl.pstatic.net/imgmovie/mdi/mit110/0882/88262_P00_155935.jpg,2011,조엘 소이슨,"['J.J. 배니키', '더스티 베웰']",3.97
3354,2011,70428,ESTJ INFJ INTJ ,일리언,Children Of The Corn,https://movie.naver.com/movie/bi/mi/basic.nhn?code=70428,https://ssl.pstatic.net/imgmovie/mdi/mit110/0704/70428_P01_114317.jpg,2009,도날드 P. 보쉐스,"['다니엘 뉴먼', '데이빗 앤더스']",8.0
3356,2011,36411,ESTJ INFJ INTJ ,일리언 6 - 더 싸인 666,Children Of The Corn 666: Isaac's Return,https://movie.naver.com/movie/bi/mi/basic.nhn?code=36411,https://ssl.pstatic.net/imgmovie/mdi/mit110/0364/36411_P01_122057.jpg,1999,카리 스코글랜드,"['나탈리 람세이', '존 플랭클린']",1.0
3358,2011,19300,ESTJ INFJ INTJ ,일리언 4,Children Of The Corn: The Gathering,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19300,https://ssl.pstatic.net/imgmovie/mdi/mit110/0193/A9300-01.jpg,1996,그레그 스펜스,"['나오미 왓츠', '제이미 레니 스미스']",3.67
3359,2011,19298,ESTJ INFJ INTJ ,일리언 3,Children Of The Corn III,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19298,https://ssl.pstatic.net/imgmovie/mdi/mit110/0192/A9298-01.jpg,1994,제임스 D.R. 히콕스,"['다니엘 세니', '론 멜렌데즈', '마이클 엔사인', '존 클레어']",5.5
3360,2011,19297,ESTJ INFJ INTJ ,옥수수밭의 아이들2,Children Of The Corn II: The Final Sacrifice,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19297,https://ssl.pstatic.net/imgmovie/mdi/mit110/0192/A9297-01.jpg,1993,데이비드 프라이스,"['테렌스 녹스', '폴 쉐러']",4.0
3361,2011,19296,ESTJ INFJ INTJ ,옥수수밭의 아이들,Children Of The Corn,https://movie.naver.com/movie/bi/mi/basic.nhn?code=19296,https://ssl.pstatic.net/imgmovie/mdi/mit110/0192/A9296-00.jpg,1984,프리츠 키어쉬,"['피터 호튼', '린다 해밀턴']",6.4
3362,2012,85141,ESTJ ,제로 다크 서티,Zero Dark Thirty,https://movie.naver.com/movie/bi/mi/basic.nhn?code=85141,https://ssl.pstatic.net/imgmovie/mdi/mit110/0851/85141_P44_140248.jpg,2012,캐서린 비글로우,"['조엘 에저튼', '크리스 프랫', '제시카 차스테인', '제이슨 클락']",8.24
3365,2017,29432,ESTJ ENTP INFJ INTJ ,오디션,Audition,https://movie.naver.com/movie/bi/mi/basic.nhn?code=29432,https://ssl.pstatic.net/imgmovie/mdi/mit110/0294/B9432-01.jpg,1999,미이케 다카시,"['이시바시 료', '시이나 에이히']",7.38
3366,2018,127865,ESTJ ,런던 해즈 폴른,London Has Fallen,https://movie.naver.com/movie/bi/mi/basic.nhn?code=127865,https://ssl.pstatic.net/imgmovie/mdi/mit110/1278/127865_P13_162346.jpg,2016,바박 나자피,"['제라드 버틀러', '모건 프리먼', '아론 에크하트']",7.36
3367,2019,78160,ESTJ ENFP ENTP INTJ ,친구와 연인사이,No Strings Attached,https://movie.naver.com/movie/bi/mi/basic.nhn?code=78160,https://ssl.pstatic.net/imgmovie/mdi/mit110/0781/78160_P33_141145.jpg,2011,이반 라이트만,"['나탈리 포트만', '애쉬튼 커쳐']",7.43
3368,2020,23842,ESTJ ENTP ISFJ INTP ,럼블 피쉬,Rumble Fish,https://movie.naver.com/movie/bi/mi/basic.nhn?code=23842,https://ssl.pstatic.net/imgmovie/mdi/mit110/0238/23842_P01_215134.jpg,1983,프란시스 포드 코폴라,"['맷 딜런', '미키 루크', '다이안 레인', '데니스 호퍼']",8.0
3369,2022,42493,ESTJ ENFJ ISFJ ,앙코르,Walk The Line,https://movie.naver.com/movie/bi/mi/basic.nhn?code=42493,https://ssl.pstatic.net/imgmovie/mdi/mit110/0424/D2493-00.jpg,2005,제임스 맨골드,"['호아킨 피닉스', '리즈 위더스푼']",8.13
3370,2023,14208,ESTJ ENFP ENTP ISFP ISTP INFP INTP INTJ ,벅시 말론,Bugsy Malone,https://movie.naver.com/movie/bi/mi/basic.nhn?code=14208,https://ssl.pstatic.net/imgmovie/mdi/mit110/0142/A4208-01.jpg,1976,알란 파커,"['스콧 바이오', '플로리 듀거']",8.41
3371,2025,181409,ESTJ ISTP INTJ ,콜드 체이싱,Cold Pursuit,https://movie.naver.com/movie/bi/mi/basic.nhn?code=181409,https://ssl.pstatic.net/imgmovie/mdi/mit110/1814/181409_P30_100656.jpg,2019,한스 페터 몰란트,"['리암 니슨', '톰 베이트먼']",6.74
3372,2026,10719,ESTJ ENFJ ENTP ,모두에게정의를,...And Justice For All,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10719,https://ssl.pstatic.net/imgmovie/mdi/mit110/0107/A0719-01.jpg,1979,노만 주이슨,"['알 파치노', '잭 워든']",8.36
3373,2027,65994,ESTJ ENTP ENTJ ISFP ,로빈 후드,Robin Hood,https://movie.naver.com/movie/bi/mi/basic.nhn?code=65994,https://ssl.pstatic.net/imgmovie/mdi/mit110/0659/65994_P15_113332.jpg,2010,리들리 스콧,"['러셀 크로우', '케이트 블란쳇', '막스 폰 시도우']",7.31
3375,2028,12426,ESTJ ENFP ENFJ INTJ ,의혹의 그림자,Shadow Of A Doubt,https://movie.naver.com/movie/bi/mi/basic.nhn?code=12426,https://ssl.pstatic.net/imgmovie/mdi/mit110/0124/A2426-01.jpg,1943,알프레드 히치콕,"['테레사 라이트', '조셉 거튼']",7.45
3376,2029,13793,ESTJ ISFP ISFJ ,동경 이야기,Tokyo Story,https://movie.naver.com/movie/bi/mi/basic.nhn?code=13793,https://ssl.pstatic.net/imgmovie/mdi/mit110/0137/13793_P10_163420.jpg,1953,오즈 야스지로,"['류 치슈', '히가시야마 치에코']",8.73
3377,2030,10241,ESTJ ISFJ ISTJ INTJ ,내츄럴,The Natural,https://movie.naver.com/movie/bi/mi/basic.nhn?code=10241,https://ssl.pstatic.net/imgmovie/mdi/mit110/0102/A0241-00.jpg,1984,배리 레빈슨,"['로버트 레드포드', '로버트 듀발', '글렌 클로즈', '킴 베이싱어', '윌포드 브림리', '바바라 허쉬', '로버트 프로스키', '리차드 판스워스']",8.46
3381,2031,146169,ESTJ ENFP ISTP INFJ INTP ,케이트가 크리스틴을 연기하다,Kate Plays Christine,https://movie.naver.com/movie/bi/mi/basic.nhn?code=146169,https://ssl.pstatic.net/imgmovie/mdi/mit110/1461/146169_P02_121400.jpg,2016,로버트 그린,"['마이클 레이 데이비스', '케이트 린 쉐일']",9.67
3388,2032,26545,ESTJ ENFP INFJ ,큐어,Kyua,https://movie.naver.com/movie/bi/mi/basic.nhn?code=26545,https://ssl.pstatic.net/imgmovie/mdi/mit110/0265/26545_P03_135335.jpg,1997,구로사와 기요시,"['하기와라 마사토', '나카가와 안나', '우지키 츠요시', '야쿠쇼 코지', '오스기 렌']",7.84
3389,2033,18306,ESTJ ENFP ENFJ ISFP ISFJ ISTP INFP INTP ,에브리원 세즈 아이 러브 유,Everyone Says I Love You,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18306,https://ssl.pstatic.net/imgmovie/mdi/mit110/0183/18306_P12_153101.jpg,1996,우디 앨런,"['알란 알다', '우디 앨런', '드류 베리모어', '루카스 하스', '골디 혼', '가비 호프만', '나타샤 리온', '에드워드 노튼', '나탈리 포트만', '줄리아 로버츠', '팀 로스', '데이빗 오그던 스타이어스']",7.59
3390,2034,40119,ESTJ ENFP ENFJ ISFP INFP ,마추카,Machuca,https://movie.naver.com/movie/bi/mi/basic.nhn?code=40119,https://ssl.pstatic.net/imgmovie/mdi/mit110/0401/D0119-00.jpg,2004,안드레스 우드,"['마티아스 쿼어', '아리엘 마텔루나']",8.2
3391,2035,16121,ESTJ ISFJ ,필라델피아,Philadelphia,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16121,https://ssl.pstatic.net/imgmovie/mdi/mit110/0161/A6121-00.jpg,1993,조나단 드미,"['톰 행크스', '덴젤 워싱턴']",8.43
3392,2035,16484,ESTJ ISFJ ,필라델피아 특명 2,Philadelphia Experiment II,https://movie.naver.com/movie/bi/mi/basic.nhn?code=16484,https://ssl.pstatic.net/imgmovie/mdi/mit110/0164/16484_P01_185830.jpg,1993,스티븐 콘웰,"['브래드 존슨', '마리엔 홀든', '게리트 그라함', '존 크리스티안 그라스', '제프리 블레이크', '리사 로빈스']",5.67
3393,2036,18824,ESTJ ENFP ENFJ INTJ ,크래쉬,Crash,https://movie.naver.com/movie/bi/mi/basic.nhn?code=18824,https://ssl.pstatic.net/imgmovie/mdi/mit110/0188/A8824-00.jpg,1996,데이비드 크로넨버그,"['제임스 스페이더', '홀리 헌터', '엘리어스 코티스']",6.98
